state_clean,district_clean,date,total_biometric
Telangana,Yadadri.,2025-11,1675
Telangana,Yadadri.,2025-12,1748
Tripura,Dhalai,2025-03,7678
Tripura,Dhalai,2025-04,6304
Tripura,Dhalai,2025-05,3957
Tripura,Dhalai,2025-06,4712
Tripura,Dhalai,2025-07,4045
Tripura,Dhalai,2025-09,1715
Tripura,Dhalai,2025-10,1766
Tripura,Dhalai,2025-11,2244
Tripura,Dhalai,2025-12,2634
Tripura,Gomati,2025-03,3176
Tripura,Gomati,2025-04,2596
Tripura,Gomati,2025-05,1304
Tripura,Gomati,2025-06,1313
Tripura,Gomati,2025-07,1219
Tripura,Gomati,2025-09,506
Tripura,Gomati,2025-10,607
Tripura,Gomati,2025-11,2180
Tripura,Gomati,2025-12,1436
Tripura,Khowai,2025-03,2068
Tripura,Khowai,2025-04,1492
Tripura,Khowai,2025-05,949
Tripura,Khowai,2025-06,980
Tripura,Khowai,2025-07,908
Tripura,Khowai,2025-09,316
Tripura,Khowai,2025-10,360
Tripura,Khowai,2025-11,572
Tripura,Khowai,2025-12,1331
Tripura,Sepahijala,2025-03,3948
Tripura,Sepahijala,2025-04,3365
Tripura,Sepahijala,2025-05,2042
Tripura,Sepahijala,2025-06,2882
Tripura,Sepahijala,2025-07,1975
Tripura,Sepahijala,2025-09,838
Tripura,Sepahijala,2025-10,1059
Tripura,Sepahijala,2025-11,1435
Tripura,Sepahijala,2025-12,1626
Tripura,South Tripura,2025-03,21430
Tripura,South Tripura,2025-04,15437
Tripura,South Tripura,2025-05,9851
Tripura,South Tripura,2025-06,11471
Tripura,South Tripura,2025-07,11376
Tripura,South Tripura,2025-09,5926
Tripura,South Tripura,2025-10,6048
Tripura,South Tripura,2025-11,10731
Tripura,South Tripura,2025-12,10055
Tripura,Unakoti,2025-03,3853
Tripura,Unakoti,2025-04,3870
Tripura,Unakoti,2025-05,1600
Tripura,Unakoti,2025-06,1240
Tripura,Unakoti,2025-07,1123
Tripura,Unakoti,2025-09,763
Tripura,Unakoti,2025-10,464
Tripura,Unakoti,2025-11,817
Tripura,Unakoti,2025-12,1608
Tripura,West Tripura,2025-03,19686
Tripura,West Tripura,2025-04,14551
Tripura,West Tripura,2025-05,10266
Tripura,West Tripura,2025-06,9895
Tripura,West Tripura,2025-07,10021
Tripura,West Tripura,2025-09,4924
Tripura,West Tripura,2025-10,5089
Tripura,West Tripura,2025-11,7328
Tripura,West Tripura,2025-12,8363
Uttar Pradesh,Agra,2025-03,24525
Uttar Pradesh,Agra,2025-04,33549
Uttar Pradesh,Agra,2025-05,28578
Uttar Pradesh,Agra,2025-06,21073
Uttar Pradesh,Agra,2025-07,39762
Uttar Pradesh,Agra,2025-09,22088
Uttar Pradesh,Agra,2025-10,11697
Uttar Pradesh,Agra,2025-11,23387
Uttar Pradesh,Agra,2025-12,24805
Uttar Pradesh,Allahabad,2025-03,24086
Uttar Pradesh,Allahabad,2025-04,36917
Uttar Pradesh,Allahabad,2025-05,33500
Uttar Pradesh,Allahabad,2025-06,29327
Uttar Pradesh,Allahabad,2025-07,41086
Uttar Pradesh,Allahabad,2025-09,27387
Uttar Pradesh,Allahabad,2025-10,13925
Uttar Pradesh,Allahabad,2025-11,24539
Uttar Pradesh,Allahabad,2025-12,22978
Uttar Pradesh,Ambedkar Nagar,2025-03,8825
Uttar Pradesh,Ambedkar Nagar,2025-04,9240
Uttar Pradesh,Ambedkar Nagar,2025-05,7750
Uttar Pradesh,Ambedkar Nagar,2025-06,8023
Uttar Pradesh,Ambedkar Nagar,2025-07,13649
Uttar Pradesh,Ambedkar Nagar,2025-09,11386
Uttar Pradesh,Ambedkar Nagar,2025-10,5673
Uttar Pradesh,Ambedkar Nagar,2025-11,10247
Uttar Pradesh,Ambedkar Nagar,2025-12,10255
Uttar Pradesh,Amethi,2025-03,10628
Uttar Pradesh,Amethi,2025-04,10463
Uttar Pradesh,Amethi,2025-05,11717
Uttar Pradesh,Amethi,2025-06,8951
Uttar Pradesh,Amethi,2025-07,13763
Uttar Pradesh,Amethi,2025-09,9576
Uttar Pradesh,Amethi,2025-10,5581
Uttar Pradesh,Amethi,2025-11,9541
Uttar Pradesh,Amethi,2025-12,10986
Uttar Pradesh,Amroha,2025-03,9198
Uttar Pradesh,Amroha,2025-04,13399
Uttar Pradesh,Amroha,2025-05,12576
Uttar Pradesh,Amroha,2025-06,8638
Uttar Pradesh,Amroha,2025-07,10740
Uttar Pradesh,Amroha,2025-09,8648
Uttar Pradesh,Amroha,2025-10,5346
Uttar Pradesh,Amroha,2025-11,9738
Uttar Pradesh,Amroha,2025-12,11986
Uttar Pradesh,Auraiya,2025-03,7601
Uttar Pradesh,Auraiya,2025-04,7057
Uttar Pradesh,Auraiya,2025-05,7516
Uttar Pradesh,Auraiya,2025-06,6892
Uttar Pradesh,Auraiya,2025-07,11063
Uttar Pradesh,Auraiya,2025-09,5499
Uttar Pradesh,Auraiya,2025-10,2978
Uttar Pradesh,Auraiya,2025-11,6714
Uttar Pradesh,Auraiya,2025-12,6566
Uttar Pradesh,Ayodhya,2025-03,426
Uttar Pradesh,Ayodhya,2025-04,912
Uttar Pradesh,Ayodhya,2025-05,876
Uttar Pradesh,Ayodhya,2025-06,476
Uttar Pradesh,Ayodhya,2025-07,1272
Uttar Pradesh,Ayodhya,2025-09,864
Uttar Pradesh,Ayodhya,2025-10,537
Uttar Pradesh,Ayodhya,2025-11,807
Uttar Pradesh,Ayodhya,2025-12,1041
Uttar Pradesh,Azamgarh,2025-03,18226
Uttar Pradesh,Azamgarh,2025-04,21765
Uttar Pradesh,Azamgarh,2025-05,17572
Uttar Pradesh,Azamgarh,2025-06,14373
Uttar Pradesh,Azamgarh,2025-07,26626
Uttar Pradesh,Azamgarh,2025-09,20139
Uttar Pradesh,Azamgarh,2025-10,10347
Uttar Pradesh,Azamgarh,2025-11,18888
Uttar Pradesh,Azamgarh,2025-12,21319
Uttar Pradesh,Baghpat,2025-03,8034
Uttar Pradesh,Baghpat,2025-04,6767
Uttar Pradesh,Baghpat,2025-05,5714
Uttar Pradesh,Baghpat,2025-06,5719
Uttar Pradesh,Baghpat,2025-07,8118
Uttar Pradesh,Baghpat,2025-09,6637
Uttar Pradesh,Baghpat,2025-10,3425
Uttar Pradesh,Baghpat,2025-11,6297
Uttar Pradesh,Baghpat,2025-12,6143
Uttar Pradesh,Bahraich,2025-03,27464
Uttar Pradesh,Bahraich,2025-04,25465
Uttar Pradesh,Bahraich,2025-05,19040
Uttar Pradesh,Bahraich,2025-06,10944
Uttar Pradesh,Bahraich,2025-07,20248
Uttar Pradesh,Bahraich,2025-09,19445
Uttar Pradesh,Bahraich,2025-10,10889
Uttar Pradesh,Bahraich,2025-11,18072
Uttar Pradesh,Bahraich,2025-12,24766
Uttar Pradesh,Ballia,2025-03,13137
Uttar Pradesh,Ballia,2025-04,14789
Uttar Pradesh,Ballia,2025-05,15147
Uttar Pradesh,Ballia,2025-06,13394
Uttar Pradesh,Ballia,2025-07,21338
Uttar Pradesh,Ballia,2025-09,16949
Uttar Pradesh,Ballia,2025-10,8697
Uttar Pradesh,Ballia,2025-11,13399
Uttar Pradesh,Ballia,2025-12,13335
Uttar Pradesh,Balrampur,2025-03,13079
Uttar Pradesh,Balrampur,2025-04,12054
Uttar Pradesh,Balrampur,2025-05,9018
Uttar Pradesh,Balrampur,2025-06,8021
Uttar Pradesh,Balrampur,2025-07,13149
Uttar Pradesh,Balrampur,2025-09,8677
Uttar Pradesh,Balrampur,2025-10,6720
Uttar Pradesh,Balrampur,2025-11,13591
Uttar Pradesh,Balrampur,2025-12,15426
Uttar Pradesh,Banda,2025-03,14844
Uttar Pradesh,Banda,2025-04,11142
Uttar Pradesh,Banda,2025-05,8617
Uttar Pradesh,Banda,2025-06,6522
Uttar Pradesh,Banda,2025-07,14426
Uttar Pradesh,Banda,2025-09,9919
Uttar Pradesh,Banda,2025-10,5172
Uttar Pradesh,Banda,2025-11,9859
Uttar Pradesh,Banda,2025-12,10055
Uttar Pradesh,Bara Banki,2025-03,20184
Uttar Pradesh,Bara Banki,2025-04,20884
Uttar Pradesh,Bara Banki,2025-05,17543
Uttar Pradesh,Bara Banki,2025-06,15885
Uttar Pradesh,Bara Banki,2025-07,25073
Uttar Pradesh,Bara Banki,2025-09,20271
Uttar Pradesh,Bara Banki,2025-10,8896
Uttar Pradesh,Bara Banki,2025-11,17052
Uttar Pradesh,Bara Banki,2025-12,19915
Uttar Pradesh,Bareilly,2025-03,27472
Uttar Pradesh,Bareilly,2025-04,30874
Uttar Pradesh,Bareilly,2025-05,26597
Uttar Pradesh,Bareilly,2025-06,23307
Uttar Pradesh,Bareilly,2025-07,34107
Uttar Pradesh,Bareilly,2025-09,23887
Uttar Pradesh,Bareilly,2025-10,11516
Uttar Pradesh,Bareilly,2025-11,25693
Uttar Pradesh,Bareilly,2025-12,26018
Uttar Pradesh,Basti,2025-03,11385
Uttar Pradesh,Basti,2025-04,14864
Uttar Pradesh,Basti,2025-05,11861
Uttar Pradesh,Basti,2025-06,8544
Uttar Pradesh,Basti,2025-07,16716
Uttar Pradesh,Basti,2025-09,12027
Uttar Pradesh,Basti,2025-10,6590
Uttar Pradesh,Basti,2025-11,10481
Uttar Pradesh,Basti,2025-12,13810
Uttar Pradesh,Bhadohi,2025-03,892
Uttar Pradesh,Bhadohi,2025-04,915
Uttar Pradesh,Bhadohi,2025-05,625
Uttar Pradesh,Bhadohi,2025-06,659
Uttar Pradesh,Bhadohi,2025-07,894
Uttar Pradesh,Bhadohi,2025-09,784
Uttar Pradesh,Bhadohi,2025-10,399
Uttar Pradesh,Bhadohi,2025-11,600
Uttar Pradesh,Bhadohi,2025-12,664
Uttar Pradesh,Bijnor,2025-03,23053
Uttar Pradesh,Bijnor,2025-04,25940
Uttar Pradesh,Bijnor,2025-05,23040
Uttar Pradesh,Bijnor,2025-06,30173
Uttar Pradesh,Bijnor,2025-07,31962
Uttar Pradesh,Bijnor,2025-09,18473
Uttar Pradesh,Bijnor,2025-10,13330
Uttar Pradesh,Bijnor,2025-11,22117
Uttar Pradesh,Bijnor,2025-12,24532
Uttar Pradesh,Budaun,2025-03,12151
Uttar Pradesh,Budaun,2025-04,12493
Uttar Pradesh,Budaun,2025-05,10276
Uttar Pradesh,Budaun,2025-06,8242
Uttar Pradesh,Budaun,2025-07,17706
Uttar Pradesh,Budaun,2025-09,12724
Uttar Pradesh,Budaun,2025-10,5901
Uttar Pradesh,Budaun,2025-11,12858
Uttar Pradesh,Budaun,2025-12,15452
Uttar Pradesh,Bulandshahr,2025-03,19926
Uttar Pradesh,Bulandshahr,2025-04,24012
Uttar Pradesh,Bulandshahr,2025-05,23181
Uttar Pradesh,Bulandshahr,2025-06,19593
Uttar Pradesh,Bulandshahr,2025-07,25509
Uttar Pradesh,Bulandshahr,2025-09,17036
Uttar Pradesh,Bulandshahr,2025-10,9085
Uttar Pradesh,Bulandshahr,2025-11,20142
Uttar Pradesh,Bulandshahr,2025-12,18724
Uttar Pradesh,Chandauli,2025-03,12945
Uttar Pradesh,Chandauli,2025-04,12999
Uttar Pradesh,Chandauli,2025-05,8924
Uttar Pradesh,Chandauli,2025-06,7439
Uttar Pradesh,Chandauli,2025-07,14023
Uttar Pradesh,Chandauli,2025-09,10986
Uttar Pradesh,Chandauli,2025-10,4269
Uttar Pradesh,Chandauli,2025-11,9055
Uttar Pradesh,Chandauli,2025-12,8236
Uttar Pradesh,Chitrakoot,2025-03,7572
Uttar Pradesh,Chitrakoot,2025-04,8724
Uttar Pradesh,Chitrakoot,2025-05,6965
Uttar Pradesh,Chitrakoot,2025-06,5889
Uttar Pradesh,Chitrakoot,2025-07,7875
Uttar Pradesh,Chitrakoot,2025-09,5902
Uttar Pradesh,Chitrakoot,2025-10,3943
Uttar Pradesh,Chitrakoot,2025-11,6857
Uttar Pradesh,Chitrakoot,2025-12,8008
Uttar Pradesh,Deoria,2025-03,14587
Uttar Pradesh,Deoria,2025-04,19054
Uttar Pradesh,Deoria,2025-05,15329
Uttar Pradesh,Deoria,2025-06,10607
Uttar Pradesh,Deoria,2025-07,24078
Uttar Pradesh,Deoria,2025-09,15077
Uttar Pradesh,Deoria,2025-10,7598
Uttar Pradesh,Deoria,2025-11,13684
Uttar Pradesh,Deoria,2025-12,15950
Uttar Pradesh,Etah,2025-03,9099
Uttar Pradesh,Etah,2025-04,16015
Uttar Pradesh,Etah,2025-05,13689
Uttar Pradesh,Etah,2025-06,8246
Uttar Pradesh,Etah,2025-07,11247
Uttar Pradesh,Etah,2025-09,8649
Uttar Pradesh,Etah,2025-10,3063
Uttar Pradesh,Etah,2025-11,7874
Uttar Pradesh,Etah,2025-12,7886
Uttar Pradesh,Etawah,2025-03,8868
Uttar Pradesh,Etawah,2025-04,10511
Uttar Pradesh,Etawah,2025-05,8891
Uttar Pradesh,Etawah,2025-06,6769
Uttar Pradesh,Etawah,2025-07,12034
Uttar Pradesh,Etawah,2025-09,10403
Uttar Pradesh,Etawah,2025-10,4008
Uttar Pradesh,Etawah,2025-11,7655
Uttar Pradesh,Etawah,2025-12,8615
Uttar Pradesh,Faizabad,2025-03,9992
Uttar Pradesh,Faizabad,2025-04,11953
Uttar Pradesh,Faizabad,2025-05,10669
Uttar Pradesh,Faizabad,2025-06,6985
Uttar Pradesh,Faizabad,2025-07,16192
Uttar Pradesh,Faizabad,2025-09,11123
Uttar Pradesh,Faizabad,2025-10,6046
Uttar Pradesh,Faizabad,2025-11,8983
Uttar Pradesh,Faizabad,2025-12,10797
Uttar Pradesh,Farrukhabad,2025-03,6648
Uttar Pradesh,Farrukhabad,2025-04,9184
Uttar Pradesh,Farrukhabad,2025-05,8629
Uttar Pradesh,Farrukhabad,2025-06,7435
Uttar Pradesh,Farrukhabad,2025-07,10584
Uttar Pradesh,Farrukhabad,2025-09,8101
Uttar Pradesh,Farrukhabad,2025-10,3836
Uttar Pradesh,Farrukhabad,2025-11,8736
Uttar Pradesh,Farrukhabad,2025-12,11702
Uttar Pradesh,Fatehpur,2025-03,14664
Uttar Pradesh,Fatehpur,2025-04,14634
Uttar Pradesh,Fatehpur,2025-05,12312
Uttar Pradesh,Fatehpur,2025-06,9781
Uttar Pradesh,Fatehpur,2025-07,21462
Uttar Pradesh,Fatehpur,2025-09,12283
Uttar Pradesh,Fatehpur,2025-10,5384
Uttar Pradesh,Fatehpur,2025-11,11954
Uttar Pradesh,Fatehpur,2025-12,12871
Uttar Pradesh,Firozabad,2025-03,11438
Uttar Pradesh,Firozabad,2025-04,18369
Uttar Pradesh,Firozabad,2025-05,15812
Uttar Pradesh,Firozabad,2025-06,10111
Uttar Pradesh,Firozabad,2025-07,14236
Uttar Pradesh,Firozabad,2025-09,11387
Uttar Pradesh,Firozabad,2025-10,5711
Uttar Pradesh,Firozabad,2025-11,11341
Uttar Pradesh,Firozabad,2025-12,13144
Uttar Pradesh,Gautam Buddha Nagar,2025-03,11526
Uttar Pradesh,Gautam Buddha Nagar,2025-04,12209
Uttar Pradesh,Gautam Buddha Nagar,2025-05,10762
Uttar Pradesh,Gautam Buddha Nagar,2025-06,10056
Uttar Pradesh,Gautam Buddha Nagar,2025-07,13186
Uttar Pradesh,Gautam Buddha Nagar,2025-09,8113
Uttar Pradesh,Gautam Buddha Nagar,2025-10,4355
Uttar Pradesh,Gautam Buddha Nagar,2025-11,9357
Uttar Pradesh,Gautam Buddha Nagar,2025-12,8260
Uttar Pradesh,Ghaziabad,2025-03,22453
Uttar Pradesh,Ghaziabad,2025-04,25479
Uttar Pradesh,Ghaziabad,2025-05,24701
Uttar Pradesh,Ghaziabad,2025-06,21205
Uttar Pradesh,Ghaziabad,2025-07,30514
Uttar Pradesh,Ghaziabad,2025-09,17819
Uttar Pradesh,Ghaziabad,2025-10,8355
Uttar Pradesh,Ghaziabad,2025-11,21415
Uttar Pradesh,Ghaziabad,2025-12,16580
Uttar Pradesh,Ghazipur,2025-03,16705
Uttar Pradesh,Ghazipur,2025-04,21531
Uttar Pradesh,Ghazipur,2025-05,15490
Uttar Pradesh,Ghazipur,2025-06,14186
Uttar Pradesh,Ghazipur,2025-07,21036
Uttar Pradesh,Ghazipur,2025-09,16818
Uttar Pradesh,Ghazipur,2025-10,8499
Uttar Pradesh,Ghazipur,2025-11,13563
Uttar Pradesh,Ghazipur,2025-12,15287
Uttar Pradesh,Gonda,2025-03,21920
Uttar Pradesh,Gonda,2025-04,21336
Uttar Pradesh,Gonda,2025-05,14391
Uttar Pradesh,Gonda,2025-06,11856
Uttar Pradesh,Gonda,2025-07,22346
Uttar Pradesh,Gonda,2025-09,14794
Uttar Pradesh,Gonda,2025-10,9023
Uttar Pradesh,Gonda,2025-11,15905
Uttar Pradesh,Gonda,2025-12,17101
Uttar Pradesh,Gorakhpur,2025-03,21458
Uttar Pradesh,Gorakhpur,2025-04,22131
Uttar Pradesh,Gorakhpur,2025-05,17435
Uttar Pradesh,Gorakhpur,2025-06,14659
Uttar Pradesh,Gorakhpur,2025-07,30944
Uttar Pradesh,Gorakhpur,2025-09,17778
Uttar Pradesh,Gorakhpur,2025-10,9923
Uttar Pradesh,Gorakhpur,2025-11,20819
Uttar Pradesh,Gorakhpur,2025-12,19405
Uttar Pradesh,Hamirpur,2025-03,6503
Uttar Pradesh,Hamirpur,2025-04,5455
Uttar Pradesh,Hamirpur,2025-05,4461
Uttar Pradesh,Hamirpur,2025-06,3961
Uttar Pradesh,Hamirpur,2025-07,12641
Uttar Pradesh,Hamirpur,2025-09,6452
Uttar Pradesh,Hamirpur,2025-10,2957
Uttar Pradesh,Hamirpur,2025-11,5724
Uttar Pradesh,Hamirpur,2025-12,5487
Uttar Pradesh,Hapur,2025-03,6586
Uttar Pradesh,Hapur,2025-04,6422
Uttar Pradesh,Hapur,2025-05,5415
Uttar Pradesh,Hapur,2025-06,6251
Uttar Pradesh,Hapur,2025-07,7060
Uttar Pradesh,Hapur,2025-09,5831
Uttar Pradesh,Hapur,2025-10,3381
Uttar Pradesh,Hapur,2025-11,7081
Uttar Pradesh,Hapur,2025-12,6936
Uttar Pradesh,Hardoi,2025-03,26167
Uttar Pradesh,Hardoi,2025-04,28936
Uttar Pradesh,Hardoi,2025-05,23294
Uttar Pradesh,Hardoi,2025-06,16391
Uttar Pradesh,Hardoi,2025-07,26134
Uttar Pradesh,Hardoi,2025-09,24342
Uttar Pradesh,Hardoi,2025-10,11200
Uttar Pradesh,Hardoi,2025-11,22051
Uttar Pradesh,Hardoi,2025-12,21726
Uttar Pradesh,Hathras,2025-03,10278
Uttar Pradesh,Hathras,2025-04,11425
Uttar Pradesh,Hathras,2025-05,10815
Uttar Pradesh,Hathras,2025-06,7007
Uttar Pradesh,Hathras,2025-07,12031
Uttar Pradesh,Hathras,2025-09,8452
Uttar Pradesh,Hathras,2025-10,2956
Uttar Pradesh,Hathras,2025-11,7545
Uttar Pradesh,Hathras,2025-12,8518
Uttar Pradesh,Jalaun,2025-03,10469
Uttar Pradesh,Jalaun,2025-04,9649
Uttar Pradesh,Jalaun,2025-05,7957
Uttar Pradesh,Jalaun,2025-06,7202
Uttar Pradesh,Jalaun,2025-07,11947
Uttar Pradesh,Jalaun,2025-09,7425
Uttar Pradesh,Jalaun,2025-10,3524
Uttar Pradesh,Jalaun,2025-11,7061
Uttar Pradesh,Jalaun,2025-12,8069
Uttar Pradesh,Jaunpur,2025-03,19757
Uttar Pradesh,Jaunpur,2025-04,19977
Uttar Pradesh,Jaunpur,2025-05,18276
Uttar Pradesh,Jaunpur,2025-06,14700
Uttar Pradesh,Jaunpur,2025-07,28471
Uttar Pradesh,Jaunpur,2025-09,24335
Uttar Pradesh,Jaunpur,2025-10,12783
Uttar Pradesh,Jaunpur,2025-11,18692
Uttar Pradesh,Jaunpur,2025-12,22011
Uttar Pradesh,Jhansi,2025-03,12738
Uttar Pradesh,Jhansi,2025-04,13805
Uttar Pradesh,Jhansi,2025-05,10776
Uttar Pradesh,Jhansi,2025-06,9534
Uttar Pradesh,Jhansi,2025-07,17188
Uttar Pradesh,Jhansi,2025-09,13077
Uttar Pradesh,Jhansi,2025-10,5729
Uttar Pradesh,Jhansi,2025-11,12893
Uttar Pradesh,Jhansi,2025-12,13995
Uttar Pradesh,Jyotiba Phule Nagar,2025-09,34
Uttar Pradesh,Jyotiba Phule Nagar,2025-10,21
Uttar Pradesh,Jyotiba Phule Nagar,2025-11,51
Uttar Pradesh,Jyotiba Phule Nagar,2025-12,63
Uttar Pradesh,Kannauj,2025-03,7379
Uttar Pradesh,Kannauj,2025-04,9617
Uttar Pradesh,Kannauj,2025-05,7776
Uttar Pradesh,Kannauj,2025-06,7397
Uttar Pradesh,Kannauj,2025-07,9775
Uttar Pradesh,Kannauj,2025-09,7839
Uttar Pradesh,Kannauj,2025-10,4051
Uttar Pradesh,Kannauj,2025-11,7605
Uttar Pradesh,Kannauj,2025-12,8815
Uttar Pradesh,Kanpur Dehat,2025-03,8739
Uttar Pradesh,Kanpur Dehat,2025-04,10172
Uttar Pradesh,Kanpur Dehat,2025-05,8980
Uttar Pradesh,Kanpur Dehat,2025-06,6933
Uttar Pradesh,Kanpur Dehat,2025-07,12467
Uttar Pradesh,Kanpur Dehat,2025-09,7654
Uttar Pradesh,Kanpur Dehat,2025-10,3661
Uttar Pradesh,Kanpur Dehat,2025-11,7319
Uttar Pradesh,Kanpur Dehat,2025-12,8509
Uttar Pradesh,Kanpur Nagar,2025-03,18575
Uttar Pradesh,Kanpur Nagar,2025-04,23101
Uttar Pradesh,Kanpur Nagar,2025-05,20206
Uttar Pradesh,Kanpur Nagar,2025-06,18089
Uttar Pradesh,Kanpur Nagar,2025-07,26567
Uttar Pradesh,Kanpur Nagar,2025-09,21916
Uttar Pradesh,Kanpur Nagar,2025-10,11031
Uttar Pradesh,Kanpur Nagar,2025-11,19818
Uttar Pradesh,Kanpur Nagar,2025-12,17753
Uttar Pradesh,Kasganj,2025-03,7296
Uttar Pradesh,Kasganj,2025-04,9283
Uttar Pradesh,Kasganj,2025-05,8345
Uttar Pradesh,Kasganj,2025-06,6868
Uttar Pradesh,Kasganj,2025-07,10640
Uttar Pradesh,Kasganj,2025-09,7494
Uttar Pradesh,Kasganj,2025-10,3399
Uttar Pradesh,Kasganj,2025-11,8335
Uttar Pradesh,Kasganj,2025-12,10986
Uttar Pradesh,Kaushambi,2025-03,10330
Uttar Pradesh,Kaushambi,2025-04,15091
Uttar Pradesh,Kaushambi,2025-05,13307
Uttar Pradesh,Kaushambi,2025-06,8237
Uttar Pradesh,Kaushambi,2025-07,13565
Uttar Pradesh,Kaushambi,2025-09,11490
Uttar Pradesh,Kaushambi,2025-10,4917
Uttar Pradesh,Kaushambi,2025-11,8698
Uttar Pradesh,Kaushambi,2025-12,10283
Uttar Pradesh,Kheri,2025-03,26870
Uttar Pradesh,Kheri,2025-04,20716
Uttar Pradesh,Kheri,2025-05,14938
Uttar Pradesh,Kheri,2025-06,12005
Uttar Pradesh,Kheri,2025-07,31529
Uttar Pradesh,Kheri,2025-09,20664
Uttar Pradesh,Kheri,2025-10,10651
Uttar Pradesh,Kheri,2025-11,23730
Uttar Pradesh,Kheri,2025-12,24574
Uttar Pradesh,Kushinagar,2025-03,15708
Uttar Pradesh,Kushinagar,2025-04,17568
Uttar Pradesh,Kushinagar,2025-05,14088
Uttar Pradesh,Kushinagar,2025-06,9505
Uttar Pradesh,Kushinagar,2025-07,27835
Uttar Pradesh,Kushinagar,2025-09,14743
Uttar Pradesh,Kushinagar,2025-10,8153
Uttar Pradesh,Kushinagar,2025-11,17018
Uttar Pradesh,Kushinagar,2025-12,19366
Uttar Pradesh,Lalitpur,2025-03,7596
Uttar Pradesh,Lalitpur,2025-04,8158
Uttar Pradesh,Lalitpur,2025-05,5929
Uttar Pradesh,Lalitpur,2025-06,8043
Uttar Pradesh,Lalitpur,2025-07,15205
Uttar Pradesh,Lalitpur,2025-09,10057
Uttar Pradesh,Lalitpur,2025-10,3624
Uttar Pradesh,Lalitpur,2025-11,7547
Uttar Pradesh,Lalitpur,2025-12,7911
Uttar Pradesh,Lucknow,2025-03,23656
Uttar Pradesh,Lucknow,2025-04,29657
Uttar Pradesh,Lucknow,2025-05,23836
Uttar Pradesh,Lucknow,2025-06,21554
Uttar Pradesh,Lucknow,2025-07,33502
Uttar Pradesh,Lucknow,2025-09,20843
Uttar Pradesh,Lucknow,2025-10,11321
Uttar Pradesh,Lucknow,2025-11,21618
Uttar Pradesh,Lucknow,2025-12,27040
Uttar Pradesh,Maharajganj,2025-03,10976
Uttar Pradesh,Maharajganj,2025-04,12020
Uttar Pradesh,Maharajganj,2025-05,9177
Uttar Pradesh,Maharajganj,2025-06,7853
Uttar Pradesh,Maharajganj,2025-07,17266
Uttar Pradesh,Maharajganj,2025-09,10293
Uttar Pradesh,Maharajganj,2025-10,5820
Uttar Pradesh,Maharajganj,2025-11,11807
Uttar Pradesh,Maharajganj,2025-12,15907
Uttar Pradesh,Mahoba,2025-03,5551
Uttar Pradesh,Mahoba,2025-04,4839
Uttar Pradesh,Mahoba,2025-05,3761
Uttar Pradesh,Mahoba,2025-06,4465
Uttar Pradesh,Mahoba,2025-07,7894
Uttar Pradesh,Mahoba,2025-09,5712
Uttar Pradesh,Mahoba,2025-10,2152
Uttar Pradesh,Mahoba,2025-11,4825
Uttar Pradesh,Mahoba,2025-12,6146
Uttar Pradesh,Mainpuri,2025-03,6772
Uttar Pradesh,Mainpuri,2025-04,7018
Uttar Pradesh,Mainpuri,2025-05,9001
Uttar Pradesh,Mainpuri,2025-06,6199
Uttar Pradesh,Mainpuri,2025-07,11960
Uttar Pradesh,Mainpuri,2025-09,10126
Uttar Pradesh,Mainpuri,2025-10,3800
Uttar Pradesh,Mainpuri,2025-11,7976
Uttar Pradesh,Mainpuri,2025-12,9470
Uttar Pradesh,Mathura,2025-03,14123
Uttar Pradesh,Mathura,2025-04,14998
Uttar Pradesh,Mathura,2025-05,13625
Uttar Pradesh,Mathura,2025-06,11852
Uttar Pradesh,Mathura,2025-07,17904
Uttar Pradesh,Mathura,2025-09,12450
Uttar Pradesh,Mathura,2025-10,6460
Uttar Pradesh,Mathura,2025-11,11702
Uttar Pradesh,Mathura,2025-12,13664
Uttar Pradesh,Mau,2025-03,11185
Uttar Pradesh,Mau,2025-04,9923
Uttar Pradesh,Mau,2025-05,8160
Uttar Pradesh,Mau,2025-06,7328
Uttar Pradesh,Mau,2025-07,12536
Uttar Pradesh,Mau,2025-09,10547
Uttar Pradesh,Mau,2025-10,5738
Uttar Pradesh,Mau,2025-11,9528
Uttar Pradesh,Mau,2025-12,10820
Uttar Pradesh,Meerut,2025-03,24782
Uttar Pradesh,Meerut,2025-04,22580
Uttar Pradesh,Meerut,2025-05,18233
Uttar Pradesh,Meerut,2025-06,17788
Uttar Pradesh,Meerut,2025-07,21479
Uttar Pradesh,Meerut,2025-09,16153
Uttar Pradesh,Meerut,2025-10,9922
Uttar Pradesh,Meerut,2025-11,20668
Uttar Pradesh,Meerut,2025-12,18554
Uttar Pradesh,Mirzapur,2025-03,13442
Uttar Pradesh,Mirzapur,2025-04,14747
Uttar Pradesh,Mirzapur,2025-05,11676
Uttar Pradesh,Mirzapur,2025-06,8764
Uttar Pradesh,Mirzapur,2025-07,16289
Uttar Pradesh,Mirzapur,2025-09,10974
Uttar Pradesh,Mirzapur,2025-10,6786
Uttar Pradesh,Mirzapur,2025-11,10425
Uttar Pradesh,Mirzapur,2025-12,12639
Uttar Pradesh,Moradabad,2025-03,19496
Uttar Pradesh,Moradabad,2025-04,23572
Uttar Pradesh,Moradabad,2025-05,16586
Uttar Pradesh,Moradabad,2025-06,12771
Uttar Pradesh,Moradabad,2025-07,19386
Uttar Pradesh,Moradabad,2025-09,13499
